title,#,author,reviewer,reviewer link,reviewer ID,editor (internal use),isbn,hide_ibooks,book_seamus_id,author_seamus_id,review_seamus_id,tags,genre (internal use),text,random numbers
"Hyperbole And A Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, And Other Things That Happened",79,Allie Brosh,Barrie Hardymon,,<em>Weekend Edition</em> staff,Rose,1451666179,,240779382,240779810,241585887,"Biography & Memoir, Comics & Graphic Novels, Funny Stuff, NPR Staff Picks",Memoir/Graphic,"Even if you’re not part of the enormous following her Web comic spawned, you might have seen Allie Brosh’s instantly recognizable, candy-colored drawings posted here and there if you’ve been, y’know, on the Internet. This collection of her work from her hugely popular blog is autobiographical and immensely inventive &mdash; her drawings could be called crude if they weren’t so incredibly sophisticated at the same time. Brosh has a knack for the really, truly, giggle-snort funny &mdash; but she’s also painfully perceptive, particularly in her descriptions of her struggle with depression, which are so accurate, they are required reading for anyone trying to understand why depression is so much more than being sad. ",0.456780655
We Are All Completely Beside Ourselves,132,Karen Joy Fowler,Annalee Newitz,http://www.techsploitation.com/,"author of <em>Scatter, Adapt and Remember: How Humans Will Survive a Mass Extinction</em>",Petra,0399162097,,187339158,,187339756,"Realistic Fiction, Family Matters, Book Club Ideas",Science Fiction/Fantasy,"One of the great masterpieces of 2013, the latest novel from <em>Jane Austen Book Club</em> author Karen Joy Fowler is based on several experiments in the 1970s where anthropologists raised chimps with their own children to see what would happen. The result is a heartbreakingly recognizable dysfunctional family, whose problem child is sent away to an institution after a series of violent incidents. Except in this case, the institution is an animal experimentation center &mdash; and the troubled children who remain behind struggle to understand what it means to be human after growing up with a sister whom the world sees as an animal.",0.460547693
Dream Eyes,124,Jayne Ann Krentz,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0515154083,TRUE,243274835,,,"Love Stories, Science Fiction & Fantasy,  Let's Talk About Sex, Mysteries & Thrillers",Romance,"Two years ago, psychic Gwen Frazier was nearly the victim of a serial killer in Wilby, Ore. She has returned to investigate the death of her mentor, and once again, she's become a target. Vulnerable and anxious, she is grateful when Judson Coppersmith joins her. His security expertise and experience with violent crime are the perfect counterpoint to her quiet detection skills, while her psychic abilities may help him heal from a recent accident. The sizzling attraction they share might lead to forever, too &mdash; if they can survive. Nobody does romantic suspense or light paranormal better than Jayne Ann Krentz.",0.465922904
Doctor Sleep: A Novel,196,Stephen King,David Greene,http://www.npr.org/people/4510160/david-greene,"host, <em>Morning Edition</em>",Nicole,1476727651,,223039737,223105565,223031708,"Mysteries & Thrillers, Science Fiction & Fantasy, NPR Staff Picks, Rather Long, The Dark Side",Fiction,"Read this book anywhere … except, say, if you’re alone and snowbound in a vacant, isolated hotel. Yes, Stephen King brings us the sequel to <em>The Shining</em> &mdash; and it’s almost as gripping as the original. The book follows Danny, the terrified boy from the Overlook Hotel, into adulthood in New England. King says writing a sequel to such a blockbuster was risky &mdash; “being scared is like sex,” the author <a href=”http://www.npr.org/2013/09/24/223105565/stephen-king-on-getting-scared-nothing-like-your-first-time” target=""_blank"">says</a>, “there’s nothing like your first time” &mdash; but he simply couldn’t resist. And neither will you after you open these pages.",0.472556696
The House Girl: A Novel,65,Tara Conklin,Jean Zimmerman,http://www.jeanzimmerman.com,"book critic and author, most recently of <em>The Orphanmaster</em>",Camila,0062207393,,171308904,171396947,,"Realistic Fiction, For History Lovers, Mysteries & Thrillers, For Art Lovers, Book Club Ideas, Historical Fiction",Historical Fiction,"<em>The House Girl</em>'s premise is compelling. It's easy to get swept up in this quietly dramatic novel, an interwoven depiction of two heroines separated by 150 years. A 17-year-old slave, Josephine, in pre-Civil War Virginia, is a brilliant, overlooked visual artist. Lina, a young attorney in 2004 Manhattan, tackles an unprecedented reparations case that names Josephine's descendant as plaintiff. As recounted by fresh-voiced debut novelist Tara Conklin, both stories explore our roots, delineating what makes us flee and what makes us whole.",0.473722067
All That Is: A Novel,30,James Salter,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,1400043131,,174405732,182249161,175355818,"Realistic Fiction, Love Stories, For History Lovers, Let's Talk About Sex, Historical Fiction, Family Matters, Seriously Great Writing",Fiction,"In <em>All That Is,</em> James Salter's version of a contemporary American <em>War and Peace,</em> the war &mdash; World War II in this instance &mdash; comes first, as Philip Bowman survives naval battles and returns to the U.S. where, in New York City, he makes his life in the publishing trade. Early marriage, divorce, love affairs and a deepening sense of life’s sweetness and severities make up the lapidary pages of this career-crowning work of fiction.",0.47919964
Odds Against Tomorrow,31,Nathaniel Rich,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,0374224242,,176711725,,,"Realistic Fiction, Mysteries & Thrillers, The Dark Side, Love Stories, Book Club Ideas",Fiction,"Nathaniel Rich focuses on a Midwestern mathematician named Mitchell Zukor, who develops a wild talent for seeing worst-case scenarios about climate and ecology. When a storm bigger than any Sandy we've ever known floods most of New York City, Zukor, with the help of a young woman from his office, comes into his own. The scenes of the flooding of Manhattan are as terrifically described as any of the best science-fiction we have. A knockout of a book by a young writer to keep your eye on.",0.501991606
The Luckiest Lady In London,119,Sherry Thomas,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0425268888,,243272725,,,"Love Stories, For History Lovers, Let's Talk About Sex",Romance,"Everyone in London is astounded when Felix Rivendale, the Marquess of Wrenworth, pursues Louisa Cantwell &mdash; she's charming enough, perhaps, but a complete nobody by high society's standards. Secretly, Louisa and Felix share a racy courtship and, soon, a marriage. Lord Wrenworth learned long ago that risking his heart was unacceptable, so he's determined to keep it safe and sound ... even if his fetching wife might be his perfect match and best chance for happiness. With flawless, breathtaking storytelling and subtle, perceptive characterization, Sherry Thomas leads the reader on a roller coaster of heart-wrenching emotion and romance.",0.504181943
The Last Banquet,70,Jonathan Grimwood,Jean Zimmerman,http://www.jeanzimmerman.com,"book critic and author, most recently of <em>The Orphanmaster</em>",Camila,1609451384,,243283262,,,"Realistic Fiction, For History Lovers, Tales From Around The World, Cookbooks & Food, Let's Talk About Sex, Historical Fiction",Historical Fiction,"Foodies and Francophiles alike will relish this debut novel about Jean-Marie d'Aumout, whom we first meet crunching beetles as a starving orphaned son of nobility in 1723. He goes on to be educated as an aristocrat, fall in love frequently and serve as witness to a century of vast changes. Jonathan Grimwood details d'Aumont's outsized appetites: for the bliss of Roquefort, for raw trout, for the braised heart of a wolf whose neck he has broken in the woods. His many adventures include corresponding with Voltaire and becoming Lord Master of the Menagerie at Versailles, but <em>The Last Banquet</em> always comes back to the faculty of taste. Flamingo tongues cooked ""in the Roman style,"" anyone?",0.509129474
Battling Boy,56,Paul Pope,Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,1596431458,,243017407,,,"Comics & Graphic Novels, It’s All Geek To Me, Science Fiction & Fantasy, For Art Lovers",Graphic Novel,"Paul Pope’s art churns on the page with grim intent; it is messily, gorgeously, impatiently alive. With the long-awaited <em>Battling Boy,</em> the first volume in a sprawling coming-of-age tale about young heroes who face off against slavering child-abducting monsters, Pope is in his element, imbuing these vibrantly colored pages with an epic scope &mdash; and a singular artistic vision &mdash; that the aging, increasingly denuded genre of superhero comics hasn’t seen since Jack Kirby.",0.511023082
Stay Up With Me,137,Tom Barbash,Jane Ciabattari,http://www.janeciabattari.com,book critic and author of <em>Stealing the Fire</em>,Camila,0062258125,,243253967,,,"Poetry & Short Stories, The Dark Side, Realistic Fiction, Seriously Great Writing, Book Club Ideas, Family Matters, Let's Talk About Sex",Short stories,"Tom Barbash is a master of the intriguing first sentence: ""My son, Rajiv, is sleeping with a student from my Dante class."" ""Kistler's second winter in upstate New York was a season of fires, snowstorms, and deaths."" He writes of a newly single mom who invades her son's love life during his college break, and of a man just deserted by his wife who hosts their annual party to watch ""cloud-sized cartoon characters"" being inflated for the Thanksgiving parade. ""To Amy!"" he calls out drunkenly, realizing he is at the start of the ""darkest part of his life."" Barbash's miniature dramas sparkle with grace and wit. ",0.512396358
The Blood Of Heaven,64,Kent Wascom,Jean Zimmerman,http://www.jeanzimmerman.com,"book critic and author, most recently of <em>The Orphanmaster</em>",Camila,0802121187,,188674710,,188677221,"Realistic Fiction, For History Lovers, The Dark Side, Seriously Great Writing, Historical Fiction",Historical Fiction,"In Kent Wascom's <em>The Blood of Heaven,</em> the aging slave trader Angel Woolsack confides his story of coming to manhood on the unruly American frontier in the first days of the 19th century. We travel the bayou-fringed lands stretching from Pensacola to New Orleans with this son of a firebrand preacher, encountering characters and events out of underremembered scraps of U.S. history: the Kemper Brothers' rebellion, Aaron Burr's seditious land grab, the birth of Florida. Slaves, plantation scions and dirty politicians throng this cracked-open world, as Wascom's propulsive narrative takes us into the dark, fomenting soul of the South.",0.514283817
Night Film: A Novel,176,Marisha Pessl,Meg Wolitzer,,"author, most recently of <em>The Interestings</em>",Rose,140006788X,,207386724,213518390,207386392,"Mysteries & Thrillers, Rather Long, The Dark Side, Book Club Ideas",,"This big, inventive novel is about the dark secrets of a creepy film director, Stanislav Cordova, his mysterious daughter who has fallen to her death, and the investigative journalist who tries to figure out the whole story. But while it’s called a novel, <em>Night Film</em> wants to be a lot more than that. Marisha Pessl uses all kinds of made-up documents: newspaper clippings, photos, police reports, magazine articles supposedly taken from <em>Time</em> and <em>Rolling Stone,</em> and transcripts of chatter on a highly culty, closed online community called The Blackboard, to tell its thriller of a story",0.525416222
Levels Of Life,78,Julian Barnes,Ellah Allfrey,,book critic and editor,Rose,0385350775,,226174589,225836464,,"Biography & Memoir, Science & Society, Love Stories, Rather Short, Tales From Around The World, Seriously Great Writing, The Dark Side, Book Club Ideas",Memoir/Fiction/Essay,"“You put together two things that have not been put together before. And the world is changed.” In this meditation on love, destiny and loss, Julian Barnes brings his not inconsiderable powers of reflection to tackle a subject that is both personal and yet undeniably universal. It begins as a story of hot air balloons, photography and love in a time of decadence and gradually develops into a profound and intimate account of his grief following the death of his wife. Visceral, exquisitely crafted, thoughtful and heartbreaking. This is an unforgettable book. ",0.533092399
The Daylight Gate,32,Jeanette Winterson,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,0802121632,,239679447,,241449507,"Science Fiction & Fantasy, For History Lovers, The Dark Side, Historical Fiction",Fiction,"This book serves as a portal in prose, through which readers fully enter bloody, raucous England seven years after the undoing of the infamous Gunpowder Plot, when Catholic terrorists attempted to blow up the Parliament of the Protestant King James I. Jeanette Winterson's bold sentences and pithy but authentic scenes quickly build sympathy for her outlier characters: the naysayers; the mad, violated children; the same-sex lovers. Any reader who crosses over into this novel will remember vividly where he or she has traveled.",0.546383731
Zen Confidential: Confessions Of A Wayward Monk,154,Shozan Jack Haubner,Philipp Goedicke,,"limericist, <em>Wait Wait ... Don't Tell Me!</em>",Nicole,1611800331,,246027403,,,"NPR Staff Picks, Biography & Memoir, Funny Stuff",Humor/Essays,"I enjoy the occasional poop joke, and books about living in the moment. You might say I prefer &mdash; wait for it &mdash; scatology to eschatology. So this was the book for me. The author is a cranky misanthrope who goes to a Buddhist monastery to get some big answers and continually rediscovers that mucking about in the daily grind <em>is</em> the big answer. Works for me. (And I read it on vacation in Disney World, a different kind of Zen retreat.)",0.546824671
The Cooked Seed: A Memoir ,77,Anchee Min,Barrie Hardymon,,<em>Weekend Edition</em> staff,Rose,1596916982,,181957900,181972729,,"Biography & Memoir, Family Matters, Love Stories, NPR Staff Picks",Memoir,"Anchee Min’s follow-up to her memoir, <em>Red Azalea,</em> about her life in China under the Cultural Revolution, picks up the narrative 20 years later &mdash; when Min arrives in America, with a mere $500 in her pocket and a plan to study art in Chicago. How she goes from terrified student who could barely speak English to best-selling author is a gripping tale &mdash; the kind of memoir you’ll find yourself talking about at dinner parties in a fever of inspiration. It’s the ultimate immigrant story &mdash; but its power lies in how much it lays bare the odd paradoxes of this country, even as Min struggles to find her place. ",0.554389559
Rose Under Fire,152,Elizabeth Wein,Alaya Dawn Johnson,http://www.alayadawnjohnson.com/,"author, most recently of <em>The Summer Prince</em>",Petra,1423183096,TRUE,189563532,,,"Young Adult, For History Lovers, Tales From Around The World, Historical Fiction",YA,"After <em>Code Name Verity</em>, Elizabeth Wein has returned to the world of civilian aircraft pilots in World War II England. Rose Justice is an American pilot determined do her bit. But a fit of reckless bravery leads to devastating consequences when Rose &mdash; just 18 &mdash; gets caught by the Germans. She ends up in the Ravensbrueck women's concentration camp, where doctors operate on political prisoners as experimental ""rabbits."" Wein is brutal in her depiction of the last, hellish winter of the war, and the wounds Rose and her friends must learn to live with afterward. No one writes female friendships with as much nuance and subtlety. The bonds formed and sacrifices made in their impossible circumstances will stay with me for a long time.",0.563496479
Someone,21,Alice McDermott,Heller McAlpin,,book critic,Rose,0374281092,,217326328,,218905473,"Realistic Fiction, For History Lovers,  Seriously Great Writing, Family Matters, Book Club Ideas, Historical Fiction",Fiction,"Alice McDermott's latest, quietly luminous novel is near-perfect, an extraordinary book about an absolutely ordinary Irish-American woman who grows up in Brooklyn, marries a good man, raises four children and lives long enough to survive the loss of parents, brother and husband. Out of this quotidian stuff McDermott addresses issues of time, mortality, family and vision and composes a moving picture of a life lived small but full.",0.565615173
MaddAddam: A Novel,38,Margaret Atwood,Ellah Allfrey,,book critic and editor,Rose,0385528787,,216174936,,215749337,"Science Fiction & Fantasy, The Dark Side, It's All Geek To Me, Love Stories",Fiction,"The final book in a trilogy that began with <em>Oryx and Crake</em> has all the uncompromising indictment and wild, biting wit of Margaret Atwood’s very best work (though readers will need to be familiar with the first two books to make the most of this tale of what happened after the “flood""). The story follows a small group of radical environmentalists after a Viagra-like pill has wiped out most of humanity. The survivors band together in a world cleansed of corporations and carbon emissions and populated by supersmart pigs, genetically engineered sheep and a new breed of humans who will be the future of the Earth. ",0.571763886
Red Moon,41,Benjamin Percy,Ellah Allfrey,,book critic and editor,Rose,1455501662,,178437151,,182000977,"Mysteries & Thrillers, Science Fiction & Fantasy, Rather Long, The Dark Side, It's All Geek To Me",Fiction,"Benjamin Percy surpasses the considerable promise of his earlier works in this story of werewolves, extremism and revolution. When new regulations further threaten the rights and very existence of the Lycan (werewolf) minority, some elect to withdraw to the designated “homeland,” others to take up arms. In the midst of this upheaval, two young people are slowly drawn together in an unlikely friendship that could hold the key to survival. With a relentless pace from the opening scene onward, this is genre at its best: dark, bloody and compelling &mdash; offering comment on the “real” world we live in, and the choices we have made. ",0.584246811
At Last: A Novel,175,Edward St. Aubyn,Meg Wolitzer,,"author, most recently of <em>The Interestings</em>",Rose,1250023904,,244796761,,,"Realistic Fiction, The Dark Side, Family Matters, Seriously Great Writing",,"This novel is the fifth and last in the brilliant series by Edward St. Aubyn. They are all astonishing in their wit and honesty and virtuosity. As St. Aubyn moves Patrick Melrose, his main character, through life, taking him from boyhood to manhood, a lot of ground is covered, including childhood abuse and neglect, drug addiction and life with small children. <em>At Last,</em> in which Patrick attends his selfish and deluded mother’s funeral, is hilarious, melancholy and even, in the end, redemptive. </p><p><em>Some books from December 2012 were published too late to make it on last year's roundups; they were considered as candidates this year.</em></p>",0.589262361
The Isle Of Youth: Stories,144,Laura van den Berg,Jane Ciabattari,http://www.janeciabattari.com,book critic and author of <em>Stealing the Fire</em>,Camila,0374177236,,243258256,,,"Poetry & Short Stories, The Dark Side, Family Matters, Seriously Great Writing, Book Club Ideas",Short stories,"Laura van den Berg writes risky stories about the secrets we keep from each other, and from ourselves. Her settings evoke mysterious yearnings. A woman trying to learn how her brother, a scientist, died at an isolated expedition site in Antarctica wishes she had shared with him the secret his first love told her years before when they all shared a house in Cambridge, Mass. Two sisters, whose father disappeared when they were teens, set up shop as private investigators in Florida, with disastrous results. Reading these strange, profound noirish stories is a timely reminder: When we act, there will be consequences. ",0.606111422
Unicorn Thinks He's Pretty Great ,164,Bob Shea,Emily Ecton,,<em>Wait Wait ... Don't Tell Me!</em> staff,Nicole,1423159527,TRUE,244793942,,,"NPR Staff Picks, Kids' Books, Funny Stuff",Preschool,"It’s not easy being Goat, especially when that stupid unicorn is running around turning things into gold and making it rain cupcakes. But maybe Unicorn’s life isn’t all sunshine and roses either? (OK it is, but maybe that’s not all it’s cracked up to be.) The illustrations are perfect, and I don’t know who I love more &mdash; Goat or Unicorn. (They’re actually both pretty great.) (For ages 2 to 6)",0.607112159
Drinking With Men: A Memoir,195,Rosie Schaap,David Greene,http://www.npr.org/people/4510160/david-greene,"host, <em>Morning Edition</em>",Nicole,1594487111,,169437828,170167748,169440170,"Biography & Memoir, NPR Staff Picks",Nonfiction,"A perfect book for the beach, plane or coffee table &mdash; and, most especially, for anyone who loves hanging out in bars but can’t quite put their finger on why. It’s an addiction, Rosie Schaap tells us, driven by the need to meet good people, hear good stories and learn about life &mdash; not necessarily drink. As she puts it, “It’s never been hard for me not to drink alcohol. It’s been hard for me not to go to bars.” After reading this fun, honest memoir, you’ll understand why.",0.612625704
The Goldfinch,24,Donna Tartt,Barrie Hardymon,,<em>Weekend Edition</em> staff,Rose,0316055433,,237213572,236401958,239075604,"Realistic Fiction, Rather Long, For Art Lovers, Book Club Ideas, NPR Staff Picks, Seriously Great Writing",Fiction,"It feels like cheating to put Donna Tartt’s extraordinary third novel in a “books of the year” list. And yet, there are few 800-page novels in the world that, immediately after finishing, I have felt the urge to pick up from the beginning again in a desperate attempt to repeat the experience. <em>The Goldfinch</em> begins with a shocking and tragic event that leaves 13-year-old Theodore Decker without a parent and in possession of a stolen Dutch masterwork. Winding its way through Manhattan, Las Vegas, Amsterdam &mdash; all dark and druggy and dreamy and bleak &mdash; <em>Goldfinch</em> is the rare novel that prompts you to read a beautiful sentence out loud even as you gobble it whole for the plot. A great big Victorian novel that is still distinctively 21st century, it’s a book that practices what it preaches: great art seduces, obsesses, and yet, connects.",0.612712308
River Inside The River: Three Lyric Sequences,112,Gregory Orr,Craig Morgan Teicher,http://www.craigmorganteicher.com/,poet and critic,Camila,0393239748,,243289770,,,"Poetry & Short Stories, Seriously Great Writing, The Dark Side, Family Matters",Poetry,"Gregory Orr is a kind of oracular bard, praising, in short lyrics that comprise three long sequences in this book, the enduring capacity of the poetic imagination to make real headway toward healing the wounds of old trauma. Orr himself accidentally shot his own brother in a childhood hunting accident, a memory that permeates all his work and, paradoxically, becomes a source of extreme compassion. In these poems, you'll find the year's most convincing case for why poetry matters.",0.618603804
The Panopticon: A Novel,28,"Jenni Fagan
",Barrie Hardymon,,<em>Weekend Edition</em> staff,Rose,0385347863,,205516943,205517596,,"Realistic Fiction, Mysteries & Thrillers, Tales From Around The World, The Dark Side, NPR Staff Picks",Fiction,"Anais Hendricks is only 15, but she’s been in trouble for years. She has a serious drug habit, she’s been in foster homes since birth, and she may have put a police officer in a coma. Now, she’s been sent to live in the Panopticon, a social-work housing experiment for young people. All of the units face inward toward a tower full of guards, watching the inmates. And believe me, it’s worth watching Anais, one of my favorite heroines of the year. The plot of <em>The Panopticon</em> is really secondary to the roller coaster of character that is Anais &mdash; her intense, first-person narration illuminates the horrors of a young woman failed again and again by the system in Scotland, but does it by suffusing the reader with her own funny, compassionate, hard-as-nails self. By the end of the book, you’ll know a lot of Scottish slang, which may or may not stick with you. Anais, however, most certainly will. ",0.619898102
The Coldest Girl In Coldtown,146,Holly Black,Alaya Dawn Johnson,http://www.alayadawnjohnson.com/,"author, most recently of <em>The Summer Prince</em>",Petra,1780621299,TRUE,243265482,,,"Young Adult, Science Fiction & Fantasy, The Dark Side",YA,"Welcome back the other kind of vampire: Mad, bad and dangerous to know, Gavriel is a worthy successor to Lord Byron (the supposed real-life inspiration for 19th century vampire literature, and certainly an influence on Gavriel, who might have spotted him a few rounds at a Venetian gaming hell). Holly Black never lets you forget that vampires are, before everything else, human predators. The morning after a wild party, Tana wakes up to find everyone dead &mdash; except her infuriating ex-boyfriend and a red-eyed boy. To get her vampire-bitten ex to safety, they go on what might be the best (or the worst) road trip in YA history, straight to the heart of Coldtown &mdash; a chillingly believable mix of prison camp and old-Vegas glamour. 
",0.627368055
Love Minus Eighty,136,Will McIntosh,Annalee Newitz,http://www.techsploitation.com/,"author of <em>Scatter, Adapt and Remember: How Humans Will Survive a Mass Extinction</em>",Petra,0316217786,,191058332,,,"Science Fiction & Fantasy, Love Stories, The Dark Side, Rather Long, It’s All Geek To Me",Science Fiction/Fantasy,"Imagine a Jane Austen novel set in one of Philip K. Dick's media-saturated worlds, and you've got the idea behind <em>Love Minus Eighty</em>. Will McIntosh's terrific novel is set in a near-future world where the rich wear full-body computers and are constantly surrounded by virtual ""followers"" who hang onto their every conversation &mdash; while also rating them for hotness and intrigue. While an online dating coach yearns tragically for her colleague in a series of funny, light scenes, a more sinister story unfolds alongside. A cryogenics company creates a ""bridesicle"" program, where women who die young and beautiful are frozen until they can ensnare a man willing to marry them and pay for their revival and medical repairs.",0.646222807
The Big Smoke,168,Adrian Matejka,Camila Domonoske,,NPR Books staff,Camila,143123726,,235398213,,,"Poetry & Short Stories, For History Lovers, Biography & Memoir, NPR Staff Picks, Love Stories, The Dark Side",Poetry,"Don't think poetry: think biopic. This collection is ripped from the history books, but not limited to the facts; it's suspenseful, even when we all know the ending; and part of the appeal is watching an artist inhabit a famous figure. The actor here is the poet Adrian Matejka, who masterfully plays the parts of the great African-American heavyweight Jack Johnson and his loving but brutalized women. The grim Jim Crow South, the flashy celebrity lifestyle, the shadowboxing with self-doubt &mdash; everything here drives toward Johnson's legendary Fight of the Century against white champion James Jeffries. These poems are shocking and propulsive, like a prizefighter spitting blood to a soundtrack of Verdi; it's impossible to look away.",0.648435297
Miss Anne In Harlem: The White Women Of The Black Renaissance,72,Carla Kaplan,Maureen Corrigan,http://www.npr.org/people/4529709/maureen-corrigan,"book critic, <em>Fresh Air</em>",Beth,0060882387,,221094228,,221452333,"Biography & Memoir, For History Lovers, Eye-Opening Reads, Science & Society, Book Club Ideas, Rather Long",History/Biography,"Carla Kaplan’s revelatory cultural history explores the lives of white women &mdash; collectively known to Harlemites by the nickname of “Miss Anne” &mdash; who risked family exile and social ostracism to be part of the artistic and political movements of the Harlem Renaissance. Blacks suspected them of sentimentality, as well as appropriating what was thought of as a more ""primitive"" culture. The white world, in turn, diagnosed ""Miss Anne"" as either a lunatic or a sexual vampire. British heiress, Nancy Cunard, for instance, was categorized by the U.S. State Department as a “white woman who had Gone Negro.” Throughout her fascinating book, Kaplan explores the heavy personal price “Miss Anne” paid for defying racial norms.",0.655521243
The Shining Girls,42,Lauren Beukes,Ellah Allfrey,,book critic and editor,Rose,0316216852,,188895097,189305967,188897284,"Mysteries & Thrillers, Science Fiction & Fantasy, The Dark Side",Fiction,"In her first book set in the U.S., South African novelist Lauren Beukes defies genre, and she dazzles as she does it. <em>The Shining Girls</em> is a murder mystery, thriller and time travel puzzle all in one. A young girl is left for dead in a brutal and seemingly motiveless attack. An itinerant miscreant steps through the door of a menacing house. As their stories converge (through decades and different locales) to a terrifying climax, the reader also meets a group of women &mdash; each ordinary and yet each a chillingly, and fatefully, designated “Shining Girl.” ",0.657518449
Boxers & Saints,57,Gene Luen Yang,Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,1596439246,TRUE,235551368,234824741,,"Comics & Graphic Novels, Tales From Around The World, For History Lovers, Seriously Great Writing, Rather Long, For Art Lovers, Eye-Opening Reads",Graphic Novel,"At first glance, Gene Luen Yang's clean lines and expressive, humorous cartooning style might make it seem as if his tale of the Boxer Rebellion has been bowdlerized for children. But don’t be fooled &mdash; Yang is using his considerable gifts to invite us deeper inside his story, so that its ensuing violence and sadness land all the harder. In one volume, a young boy joins the Boxers, who call on spirit gods to aid them in their fight against foreign interference in China. In the second volume, we see the conflict through the eyes of a young girl who renounces her Chinese name and culture to embrace Catholicism. A nuanced exploration of faith and violence, told with a searching, life-affirming empathy. ",0.669158466
Seasonal Works With Letters On Fire,114,Brenda Hillman,Craig Morgan Teicher,http://www.craigmorganteicher.com/,poet and critic,Camila,0819574147,TRUE,241389976,,240823249,"Poetry & Short Stories, Eye-Opening Reads, Seriously Great Writing",Poetry,"Activism pervades Brenda Hillman's work, nowhere more than in this collection &mdash; the fourth and final installment in her series of elemental meditations (previous books have treated air, water and earth). Here, she gathers not only jumpy, experimental lyrics but also scraps of occasional prose and images &mdash; anything that will help her make the case that the world is a mess and it's up to us to fix it.",0.689036326
Gris Grimly's Frankenstein,183,"Mary Shelley, Gris Grimly",Arun Rath,,"host, <em>Weekends On All Things Considered</em>",Rose,0061862975,,240509994,240489230,,"Comics & Graphic Novels, Mysteries & Thrillers, For History Lovers, The Dark Side, It's All Geek To Me",,"Popular culture has never really done justice to the brilliant philosophical novel that is Mary Shelley’s <em>Frankenstein.</em> Yeah, there’s a reanimated corpse, but he reads Milton and discusses philosophy with his creator, who’s in some ways the real monster. Grimly delivers all that, and while he’s completely faithful to Shelley’s text, he brings a visual style that is totally original: Frankenstein chases his creation through a trippy landscape that is by turns Victorian, modern and futuristic. Grimly draws a creature more gruesome than any movie monster, but simultaneously more sympathetic and human.",0.713322477
"The World’s Strongest Librarian: A Memoir Of Tourette’s, Faith, Strength And The Power Of Family ",8,Josh Hanagarne,Michael Schaub,http://www.npr.org/people/151841337/michael-schaub,book critic,Beth/Tanya,1592407870,,243029627,,,"
Biography & Memoir, Family Matters",Biography,"Forget every stereotype you have about librarians. Josh Hanagarne, who works in the Salt Lake City Public Library, is 6 feet, 7 inches and can tear a telephone book in half. <em>The World’s Strongest Librarian</em> isn’t just one of the most interesting books of the year because of the author’s incredible story &mdash; he started weightlifting as a way to manage his Tourette syndrome &mdash; but also because of his considerable charisma and charming prose. “I only knew that everything coming toward me had the potential to wreck me, to derail any plan I could make,” Hanagarne writes of his disorder. But he doesn’t let it, and his chronicle of his fight is as defiant and inspiring as the (strong) man himself.",0.747906145
The Apple Orchard,126,Susan Wiggs,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0778314936,,186029141,,,"Love Stories, Family Matters, For History Lovers, Mysteries & Thrillers",Romance,"Tess Delaney's life is upended when she discovers a family she never knew she had and a long-lost heirloom that could save their land and the business they've built since arriving in California just after World War II. As a treasure hunter on the cusp of reaching all her professional goals, Tess risks it all when she digs into her family's past, uncovering secrets that may offer understanding, second chances and a shot at romance. Mixed in with the engaging contemporary storyline are flashbacks to Nazi-occupied Denmark and the noble actions of Danish citizens during the war. Intriguing, compelling and lovely.",0.750578945
A Duke Never Yields,123,Juliana Gray,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0425251187,,243274050,,,"Love Stories, For History Lovers, Let's Talk About Sex",Romance,"Abigail Harewood never wants to get married, but she aims to live life to the fullest &mdash; which includes taking a lover. She sets her sights on the Duke of Wallingford, who has just sworn off women and pledged sobriety for a year. That's a little problematic, since they share a sizzling attraction and, currently, a Tuscan villa. Loosely based on Shakespeare's <em>Love's Labour's Lost,</em> the book starts out with a sparkling, irrepressible heroine and a brooding, damaged hero and spins a mesmerizing tale of romance and self-realization around their journey to love.",0.755665856
Speaking From Among The Bones: A Flavia De Luce Novel ,166,Alan Bradley ,Emily Ecton,,<em>Wait Wait ... Don't Tell Me!</em> staff,Nicole,0385344031,,171360662,,,"NPR Staff Picks, Mysteries & Thrillers",Mystery,"Twelve-year-old chemist and detective Flavia de Luce is just fun to read about. In her latest book (the fifth in the series), she tries to unravel a mystery involving hidden corpses, missing treasure, secret passageways, family secrets and a surefire way to scare the heck out of the vicar's wife. ",0.757046797
